Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
4045,51,0,3,19,3,0,4,4,3,3,3,6,0,5,1,3,3,27886
3738,42,1,1,12,2,2,3,2,1,4,3,5,0,5,1,1,2,25548
2763,33,1,3,15,1,1,4,5,1,4,0,3,1,2,1,1,2,23906
3267,30,0,1,17,2,1,4,4,0,4,1,2,0,5,1,1,1,21969
2779,41,1,3,7,3,2,3,6,1,3,0,4,1,3,1,1,2,26135
3466,38,0,1,12,1,2,3,2,0,3,3,2,0,5,1,1,1,22178
3418,28,0,3,9,2,2,3,6,1,3,3,5,0,4,1,2,2,23749
3668,27,1,1,24,3,2,4,6,0,3,1,3,0,3,0,3,1,20983
1788,27,1,1,11,2,1,2,3,0,4,2,2,1,3,0,1,1,17478
4430,24,1,1,11,3,2,3,2,0,5,1,4,0,4,0,2,1,21497
2076,34,0,1,22,2,1,3,4,0,3,2,2,0,5,1,2,1,17553
4856,37,1,3,17,3,2,3,5,3,5,1,2,0,5,0,1,3,25772
2317,34,0,1,7,3,2,3,4,1,5,2,1,0,1,0,0,2,20343
216,30,0,3,32,3,1,2,4,1,5,3,6,0,2,0,1,2,21696
1640,27,1,1,23,1,2,2,3,0,4,1,1,1,4,0,0,1,18058
3290,36,1,1,9,2,2,3,5,3,4,1,4,0,4,1,1,3,28952
1713,40,1,1,30,1,2,3,3,1,3,1,2,0,3,1,1,2,18319
2908,38,1,1,7,1,0,3,4,3,3,3,6,0,5,1,2,3,26169
3770,33,1,3,9,3,2,3,5,1,4,2,2,1,1,1,1,2,28585
4251,30,1,1,16,2,2,2,5,0,3,3,2,0,1,1,1,1,22661
2169,52,1,1,6,2,2,3,3,4,3,1,3,0,1,1,2,0,32099
3681,33,1,3,7,2,2,3,6,1,4,3,8,0,3,0,2,2,25413
4806,20,0,1,17,3,1,4,5,0,4,2,3,1,5,0,3,1,20537
8,38,0,1,29,2,2,2,4,3,3,3,1,0,3,0,0,3,24526
2114,31,1,1,17,2,2,2,3,0,3,1,4,1,3,0,0,1,17356
3223,52,1,1,11,2,2,3,4,0,3,0,2,1,2,1,2,1,21139
4056,39,1,1,10,1,1,3,4,1,3,3,5,1,5,1,1,2,22995
4051,40,1,3,11,2,1,3,5,1,3,1,6,0,5,1,2,2,24580
3409,26,1,1,26,3,2,4,4,0,3,0,5,0,5,1,3,1,22347
1223,47,0,3,15,2,2,2,5,4,3,1,1,0,5,1,1,0,27936
2234,28,1,3,16,3,2,3,3,0,4,1,2,0,5,0,2,1,16052
3272,19,0,1,15,3,2,4,4,0,3,2,3,0,5,0,1,1,20582
2031,52,1,3,9,3,2,2,4,4,5,1,2,0,5,1,0,0,31856
2615,20,0,3,7,1,1,4,6,0,5,2,2,0,3,1,2,1,21003
2471,43,1,3,15,3,2,3,4,1,4,0,2,0,3,0,2,2,25503
4807,30,1,1,8,2,1,4,4,0,3,1,3,0,1,1,3,1,22438
3896,51,0,3,7,2,2,4,4,1,3,1,2,0,3,1,2,2,25406
4122,41,0,1,16,2,2,4,5,1,3,1,2,0,5,0,2,2,23554
2598,33,0,3,15,3,0,3,4,3,3,3,3,0,4,1,2,3,27676
2806,22,0,3,16,3,2,3,4,0,3,3,3,0,4,0,1,1,21288
1831,40,1,1,16,2,1,2,1,0,3,1,4,1,3,0,1,1,17213
1972,53,1,3,6,3,1,2,3,1,5,3,1,0,1,1,1,2,23381
3512,29,0,1,9,3,2,3,5,0,5,2,2,0,4,0,1,1,21239
4405,44,0,1,16,3,2,4,4,1,3,1,5,1,3,1,3,2,24357
2942,23,1,1,13,3,2,4,4,0,3,0,2,0,2,1,1,1,21451
3268,43,1,1,36,3,2,3,6,1,3,3,6,0,3,1,1,2,22950
2180,33,0,3,23,2,2,2,3,4,3,2,2,0,3,1,0,0,32444
4272,37,0,3,7,3,0,3,4,1,3,3,6,0,1,1,2,2,25331
1432,37,1,1,16,2,1,2,1,3,3,1,2,1,1,0,1,3,28744
4241,40,1,3,10,3,1,3,4,1,3,1,6,1,4,1,2,2,23916
4510,36,1,1,7,2,1,3,2,0,3,2,5,0,3,1,2,1,21184
3636,50,1,1,23,3,1,4,4,0,5,1,6,1,1,1,2,1,21265
1827,21,0,3,6,1,1,3,4,0,4,2,2,1,5,1,2,1,17174
4816,28,1,3,9,3,1,4,6,2,4,2,4,1,5,1,2,4,21195
2657,52,1,1,15,2,2,3,5,3,4,0,7,0,3,1,2,3,31168
2416,40,1,1,14,3,2,3,4,0,3,3,2,1,4,1,2,1,24094
2322,29,1,1,12,3,1,2,3,0,3,1,2,0,3,0,1,1,18131
53,35,0,1,17,3,2,3,4,3,5,0,3,1,5,1,1,3,24884
4187,38,1,3,13,3,2,4,4,1,3,1,6,0,3,1,1,2,25180
110,51,0,1,6,3,1,1,4,3,5,3,4,0,2,1,0,3,22484
4276,22,0,3,16,3,2,3,4,0,3,3,3,0,4,1,1,1,21288
2069,36,1,2,19,2,2,2,3,0,4,1,5,0,3,1,1,1,17143
2365,31,1,1,17,3,2,3,3,1,5,1,2,1,1,1,1,2,21833
3837,28,1,3,16,3,2,3,4,1,3,3,3,0,1,0,2,2,22783
4230,50,1,1,7,1,1,3,5,4,3,2,2,1,3,0,1,0,32642
4747,28,1,1,13,2,2,3,5,0,3,1,3,0,1,1,2,1,21217
1229,40,1,1,14,2,1,3,3,1,5,1,3,1,1,0,0,2,21516
252,29,1,1,21,2,2,2,3,0,3,2,2,0,3,0,0,1,17340
3728,40,1,1,17,3,2,4,4,3,3,2,2,0,3,1,1,3,32142
3365,29,0,1,7,3,2,3,4,0,3,2,2,1,4,0,1,1,20832
4800,31,1,1,8,3,2,4,4,0,4,1,2,1,4,1,3,1,22257
148,41,1,1,15,2,2,3,3,0,5,0,3,0,2,0,2,1,17238
980,31,0,3,8,2,1,2,4,0,3,2,1,0,5,0,1,1,17785
2931,21,1,1,7,2,1,3,5,0,4,3,3,0,4,1,1,1,21514
3800,42,1,3,15,3,1,3,4,1,4,1,7,0,3,1,2,2,23071
4573,29,1,3,12,3,2,4,4,1,3,3,3,0,3,0,2,2,23586
3712,54,0,1,7,3,1,3,5,4,3,1,6,1,1,0,1,0,31643
105,59,0,2,8,2,1,2,4,2,3,0,1,0,2,1,1,4,33844
258,51,1,1,6,2,2,3,3,0,3,0,2,0,4,1,0,1,17723
2883,32,0,1,27,2,2,4,4,3,3,0,5,0,3,1,1,3,28502
4622,37,0,3,15,1,2,3,4,1,3,1,6,0,3,1,2,2,23757
401,56,0,3,12,2,1,2,2,4,5,0,1,0,3,1,0,0,28212
1881,60,1,1,13,2,1,2,3,2,5,1,6,0,5,1,0,4,34566
2673,30,1,1,25,3,2,3,5,0,3,2,3,1,3,0,2,1,21067
3904,30,1,1,35,3,1,4,5,0,5,3,3,0,1,0,2,1,22463
3993,47,1,2,12,3,2,4,4,1,4,1,2,1,5,1,3,2,23699
4356,37,0,3,17,3,2,3,4,3,3,2,3,0,1,1,2,3,28658
4076,29,1,1,28,3,2,3,4,0,3,1,3,0,1,0,1,1,21391
3995,36,1,1,7,3,2,2,5,0,3,3,3,0,4,1,1,1,21537
1127,23,1,1,16,1,2,2,1,0,3,1,3,0,1,1,0,1,17073
2519,32,1,1,15,2,1,4,4,1,3,3,3,0,5,0,2,2,23102
4496,41,0,1,9,3,1,3,2,1,4,1,3,0,3,0,1,2,22922
3117,34,1,1,7,2,2,4,5,0,5,3,5,1,4,0,1,1,21477
4507,37,1,1,7,2,1,3,4,1,4,1,2,0,5,1,2,2,23906
64,36,1,1,14,1,1,2,3,3,3,1,2,0,4,1,1,3,25096
990,33,0,3,11,2,2,3,3,1,3,0,7,0,1,1,2,2,24998
4212,37,0,1,25,2,2,3,2,0,3,1,6,0,5,1,2,1,22366
3172,55,1,1,24,1,1,3,4,3,3,0,2,0,5,1,1,3,29417
3926,32,1,1,33,2,2,3,4,0,3,1,3,0,3,1,2,1,21589
67,45,1,1,13,2,2,2,3,3,5,1,3,0,3,1,1,3,24724
3591,50,1,1,32,2,1,3,4,0,5,1,3,0,3,0,1,1,21889
3132,20,1,3,28,2,2,3,5,0,4,2,3,1,2,0,2,1,20799
1519,35,1,1,14,2,2,2,1,0,3,1,2,0,5,1,1,1,17269
1621,35,1,3,6,3,2,3,3,3,4,1,2,0,4,0,0,3,22295
2045,54,1,1,25,3,1,3,3,1,5,1,1,1,3,0,2,2,20485
1210,33,1,1,27,3,2,3,1,0,4,1,2,0,1,1,1,1,17028
3982,36,0,1,7,3,2,4,4,0,5,1,6,0,1,0,2,1,20872
2562,37,1,1,10,2,1,3,4,0,3,1,7,0,2,1,1,1,21513
3882,24,0,3,16,3,2,3,4,0,5,1,3,0,5,1,1,1,20468
2154,40,1,3,16,3,2,3,4,3,4,1,3,0,4,0,0,3,24705
1251,30,1,3,21,3,2,3,4,3,5,1,3,0,1,0,2,3,22140
3601,36,0,1,15,2,1,3,4,1,3,1,3,0,5,1,2,2,22826
4341,61,0,3,35,3,1,4,5,3,5,1,6,0,1,1,1,3,28944
3780,56,1,1,9,1,2,4,5,0,3,1,2,0,5,0,1,1,21340
4207,27,1,3,11,3,2,3,5,1,3,3,3,1,1,1,1,2,24506
4375,36,1,3,7,3,0,4,4,1,3,3,3,0,4,1,1,2,23537
620,35,1,1,33,3,1,2,4,0,5,2,2,0,4,1,1,1,17559
3089,30,1,3,7,3,1,3,5,0,3,1,8,1,2,0,2,1,21478
3885,57,0,1,7,2,2,3,4,1,3,1,3,0,3,0,1,2,24984
4444,28,1,1,7,2,1,4,4,3,5,1,3,0,4,0,3,3,26090
1693,38,1,3,9,2,2,3,3,3,3,1,1,0,1,1,1,3,25609
2880,34,1,1,17,3,2,3,6,0,3,1,2,0,5,0,1,1,22086
3920,60,1,1,10,3,1,3,2,0,5,1,6,1,1,0,2,1,21348
2314,30,1,3,16,3,2,3,4,1,3,1,2,0,1,0,1,2,21578
3044,33,1,1,11,2,1,4,5,1,3,0,3,0,4,1,1,2,24840
2922,26,1,3,20,3,2,3,4,0,3,0,3,0,3,1,1,1,20774
3607,38,1,1,17,3,1,4,4,0,4,1,3,0,1,1,1,1,22614
2439,48,1,3,8,3,2,2,4,1,4,3,1,1,1,1,0,2,22898
3641,21,1,3,16,2,2,3,4,0,5,3,3,0,1,0,2,1,21406
3918,28,1,1,9,3,2,3,4,0,4,1,2,0,5,1,2,1,22146
3517,29,1,1,36,2,2,4,6,1,4,0,3,0,1,1,3,2,25227
4881,41,1,2,25,2,2,3,2,0,5,1,2,0,1,1,2,1,21065
4837,35,1,3,16,3,2,3,4,3,3,1,6,0,3,1,2,3,23168
3798,57,1,1,31,2,2,4,4,0,3,2,3,0,3,0,1,1,21265
1134,35,1,1,13,2,2,3,4,0,3,1,2,0,3,1,0,1,17690
214,30,1,1,9,1,1,2,3,0,5,2,6,1,4,1,1,1,17657
3844,39,0,2,7,2,2,3,4,0,4,1,2,1,1,1,2,1,21669
41,27,1,1,8,2,1,2,3,0,5,1,2,0,3,0,1,1,17341
549,34,1,1,14,3,1,3,3,1,3,2,4,0,4,1,1,2,21142
4173,32,0,1,36,3,2,4,5,0,4,3,2,0,3,0,3,1,22157
529,38,1,1,6,2,1,2,2,1,3,3,1,0,2,1,1,2,22625
1585,37,1,3,9,2,2,2,3,3,3,3,3,0,3,0,1,3,22428
4791,47,1,1,9,1,2,3,4,1,3,1,4,0,1,0,1,2,26057
126,58,1,1,29,3,1,3,3,3,3,0,2,0,3,1,0,3,25312
193,43,0,1,13,3,2,2,2,0,3,1,5,0,4,0,1,1,17089
3095,48,1,3,9,3,1,3,4,1,3,0,2,1,2,1,1,2,23215
3509,56,1,1,11,2,2,2,4,1,3,0,2,1,4,0,1,2,22713
243,40,1,1,30,1,2,3,3,1,3,1,2,0,3,1,1,2,18319
1723,42,1,1,23,2,1,2,1,1,5,3,4,1,1,1,1,2,21545
1094,40,1,3,15,3,2,2,3,1,5,1,1,0,3,1,1,2,20473
4740,39,1,2,7,2,2,3,2,0,3,1,3,0,4,1,1,1,21522
2278,29,1,1,34,2,1,3,3,0,3,1,5,0,5,1,0,1,17514
4860,41,1,1,15,3,2,4,5,0,3,3,3,1,4,1,3,1,27772
367,50,1,1,16,1,2,3,4,3,3,3,7,0,5,0,2,3,25496
4052,26,1,3,35,2,2,3,5,1,3,1,4,0,4,1,2,2,27317
1692,37,0,1,17,2,2,2,3,3,3,1,2,1,3,1,1,3,27185
3136,33,1,1,10,3,1,4,4,1,5,0,3,0,2,1,2,2,25403
2172,30,1,3,14,2,2,3,3,3,3,1,6,0,3,1,0,3,22264
3593,28,1,1,26,2,2,4,5,0,5,1,3,0,1,0,1,1,22744
2421,41,0,3,15,2,2,2,5,4,3,1,1,0,5,1,1,0,21151
966,58,1,1,13,3,1,2,4,3,5,0,1,1,4,1,0,3,25008
4545,45,1,1,15,2,2,4,2,0,3,1,4,1,3,1,1,1,21496
657,29,1,1,13,3,1,3,4,0,3,1,7,0,5,1,0,1,17532
3011,35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,1,2,24952
3168,25,1,1,24,3,1,3,5,1,3,1,3,0,3,1,2,2,23055
4126,28,0,3,27,2,1,3,4,1,3,2,3,0,1,1,2,2,28659
2003,40,0,3,11,2,2,2,4,3,5,1,6,1,5,0,0,3,25475
1851,30,1,3,8,1,2,3,3,0,4,1,2,0,3,1,0,1,17476
2173,38,0,3,16,1,1,2,3,1,3,2,2,1,3,1,0,2,20666
4250,30,1,1,15,2,2,4,6,0,5,1,3,1,3,0,2,1,20797
2493,36,1,1,15,2,2,3,3,0,3,0,3,0,5,1,2,1,20947
1701,42,1,1,10,1,2,2,3,2,3,1,2,0,1,0,0,4,34232
2502,32,1,1,14,2,2,3,4,1,3,1,5,0,3,1,1,2,24593
1710,39,1,1,6,3,1,3,3,0,3,1,1,0,3,1,0,1,17232
2500,36,0,3,25,2,2,4,4,3,5,0,3,0,4,1,1,3,27747
3058,27,0,1,12,3,1,3,5,0,3,0,3,1,2,0,2,1,21044
2358,35,0,3,14,3,1,3,4,3,3,1,5,1,5,1,2,3,25377
3394,32,0,3,9,2,1,3,4,3,3,1,3,1,1,1,1,3,28530
2625,35,1,1,34,3,1,4,4,0,4,2,4,0,3,1,1,1,20989
4535,37,1,3,7,2,2,3,4,1,3,1,3,1,3,1,2,2,24879
4140,38,0,3,11,3,2,3,4,0,3,1,6,0,4,1,1,1,21471
2364,54,1,1,9,2,2,2,3,4,3,1,4,0,5,0,0,0,32779
2903,42,0,1,9,2,0,4,5,1,3,3,4,1,2,0,1,2,25489
3705,39,1,1,25,3,2,3,6,1,3,1,5,1,5,0,2,2,24489
3827,37,0,1,16,2,2,4,2,0,4,1,3,0,5,1,1,1,21488
933,28,1,1,6,1,2,2,3,0,5,2,3,0,4,0,0,1,17080
414,24,1,3,6,1,1,3,3,0,4,2,2,1,4,1,2,1,18202
1671,49,0,1,24,2,2,3,3,1,3,1,2,1,1,0,0,2,21804
4767,20,1,1,16,2,2,3,4,0,5,2,3,0,3,0,2,1,21230
4106,36,1,1,30,2,2,3,5,1,3,1,5,1,4,1,1,2,24594
3886,30,1,1,7,3,2,3,4,0,3,1,2,1,3,1,1,1,23465
3217,37,1,1,19,3,0,3,5,3,3,3,2,0,2,1,1,3,27536
27,42,1,3,14,3,2,2,3,1,4,0,1,0,3,0,1,2,21825
2028,32,0,1,30,2,2,3,3,1,3,1,2,0,4,1,2,2,20309
142,38,1,1,9,1,1,2,3,1,3,2,4,1,5,0,0,2,1000
4222,59,0,1,7,2,2,3,6,1,3,1,4,1,1,1,2,2,24338
2565,34,0,3,29,3,2,4,4,1,4,0,2,0,2,0,2,2,24824
1119,38,1,3,20,2,2,3,3,1,4,1,1,0,5,1,2,2,24924
4144,53,1,1,9,2,1,3,5,0,3,3,2,0,3,1,1,1,21890
445,55,1,3,24,2,1,2,3,4,4,2,4,0,2,0,1,0,31835
4195,43,1,3,7,2,2,2,4,1,3,1,3,0,3,1,1,2,23585
4438,35,1,1,16,3,0,3,5,3,4,3,3,0,1,1,1,3,27299
2718,22,1,1,10,3,2,4,5,0,3,3,3,0,5,1,2,1,21908
1461,50,1,3,34,3,2,2,4,3,5,1,5,1,5,0,0,3,25854
4113,39,1,1,36,1,2,3,4,1,3,1,5,0,1,0,1,2,24939
603,45,1,1,8,2,1,3,4,0,3,2,2,0,3,1,1,1,17274
3692,28,1,1,15,3,1,4,4,0,3,3,3,0,4,1,3,1,22123
4255,39,1,1,22,2,2,4,5,3,3,1,2,1,5,1,3,3,30188
1241,32,1,3,25,2,2,3,5,3,3,1,4,0,3,1,2,3,24610
840,35,1,1,6,3,2,2,4,0,3,0,7,0,2,1,1,1,17258
4760,36,1,1,9,2,2,3,5,3,4,1,4,0,4,1,1,3,28952
2298,18,0,1,14,3,2,3,3,0,3,2,2,0,5,1,0,1,16904
2032,33,1,1,6,2,2,3,3,0,3,2,2,1,3,1,0,1,17686
1165,44,0,2,6,2,2,2,3,1,3,1,5,1,5,1,1,2,20743
3992,38,1,1,14,3,2,2,4,3,3,2,6,0,1,0,1,3,32342
2372,27,1,3,8,3,1,3,5,2,4,2,3,1,5,1,1,4,17517
4309,44,0,1,28,3,2,4,4,0,3,1,2,0,4,1,3,1,20936
330,43,0,1,16,2,1,2,4,1,3,1,2,0,3,0,0,2,20257
560,34,1,1,14,2,1,2,3,1,5,1,4,0,5,1,0,2,20121
3677,31,1,1,23,2,2,3,4,0,3,1,3,0,1,0,1,1,21540
816,39,0,1,15,2,2,3,3,1,4,3,21,0,2,1,0,2,21782
301,18,1,3,16,3,1,3,4,0,3,2,2,0,2,1,2,1,16200
4467,41,1,1,9,3,1,3,5,0,3,2,2,1,3,0,1,1,21020
806,52,1,1,13,2,2,2,3,3,4,3,1,0,3,1,1,3,25445
1243,45,1,2,10,2,1,2,5,3,3,1,5,0,1,1,1,3,24756
245,31,0,1,9,3,2,3,3,3,3,1,1,0,4,1,2,3,28675
3258,41,1,1,21,3,2,3,5,2,3,2,3,0,3,1,2,4,38304
1707,52,0,3,8,2,2,3,4,2,3,2,2,1,1,1,0,4,34068
1509,33,0,3,6,2,1,2,1,1,5,1,3,0,3,0,1,2,20376
4256,32,1,1,14,3,0,3,4,3,3,3,3,1,4,1,2,3,25821
935,32,1,3,14,3,2,2,1,1,3,0,2,0,5,0,0,2,21209
1568,58,1,3,16,3,2,2,3,4,3,2,1,0,3,0,1,0,28872
901,48,1,1,8,1,2,3,1,0,4,2,6,0,2,0,2,1,17559
2362,19,0,1,16,3,1,3,4,0,4,2,2,1,5,0,2,1,16859
2892,41,1,1,13,2,1,4,4,4,3,2,2,0,5,1,3,0,31915
4168,30,1,3,27,3,2,3,4,1,3,1,4,0,1,1,1,2,25609
4640,32,0,1,7,2,1,4,4,1,5,1,3,0,5,1,1,2,22826
2685,33,0,3,33,3,2,4,4,1,3,0,2,0,4,1,3,2,23143
2291,49,1,3,14,1,2,2,4,4,4,1,7,0,4,1,1,0,28120
2928,32,1,3,13,3,2,4,3,1,3,1,6,0,5,1,3,2,24138
800,28,0,1,6,3,2,2,4,0,4,1,2,0,4,0,0,1,17596
1705,43,1,3,22,3,1,3,3,4,3,1,6,1,3,0,0,0,31064
4733,29,1,1,9,2,2,4,5,0,4,1,2,0,1,0,3,1,21879
5,32,0,1,8,2,2,3,3,0,3,2,1,0,5,1,1,1,18068
66,36,0,1,17,2,2,3,4,1,4,3,2,0,4,1,1,2,21499
3612,25,0,1,9,1,1,3,4,0,3,3,3,1,3,1,2,1,22438
760,53,0,3,8,3,1,2,4,3,4,0,3,0,2,0,1,3,22525
559,38,1,1,8,3,2,3,3,0,3,0,7,1,4,0,0,1,18057
4119,30,1,3,34,3,1,3,4,3,3,1,3,0,3,0,1,3,26317
2877,47,1,3,17,3,1,4,5,3,3,0,4,1,2,1,2,3,27749
113,24,1,1,24,2,2,2,3,0,3,0,1,0,4,1,0,1,17774
1889,30,0,1,9,2,2,2,3,0,3,1,5,0,3,1,0,1,17097
4565,48,1,3,9,3,1,3,4,1,3,1,2,1,1,1,2,2,23215
914,55,0,1,14,3,2,2,4,4,4,1,2,1,3,1,1,0,28577
3679,47,1,3,9,2,2,4,4,3,3,1,6,1,3,0,3,3,29046
2103,36,1,2,14,2,2,3,4,0,5,1,1,0,1,0,1,1,17342
2119,53,1,1,29,2,1,3,3,4,3,2,7,0,5,1,1,0,29275
3444,53,1,1,15,2,1,3,4,0,5,0,2,0,1,1,2,1,21628
4277,34,1,3,12,3,1,3,4,0,3,3,3,1,1,0,2,1,21529
3270,39,1,2,7,2,2,3,2,0,3,0,3,0,4,1,1,1,21522
1565,54,1,1,8,1,1,2,3,3,3,1,1,0,4,0,0,3,28549
3469,25,1,3,11,3,1,3,4,1,3,0,3,1,5,1,1,2,22840
2663,55,1,3,10,3,1,3,4,1,5,0,4,0,4,1,2,2,24618
714,50,1,1,6,3,2,3,3,4,3,1,1,0,5,0,2,0,32399
2496,45,1,3,7,3,1,4,4,1,5,1,7,1,2,0,1,2,24132
963,38,1,3,8,2,1,2,3,1,5,1,4,0,4,0,1,2,21893
4571,30,1,1,14,3,1,4,5,0,3,1,8,0,5,1,2,1,21210
426,30,0,1,8,3,1,2,3,0,3,2,1,0,4,1,0,1,17564
1270,34,1,3,9,2,1,2,5,1,3,2,6,0,1,1,0,2,21029
1038,48,1,3,13,3,2,3,3,1,5,1,5,0,4,1,1,2,20486
2304,34,1,3,15,2,1,3,3,1,3,1,2,0,1,0,0,2,20714
89,46,1,3,15,3,2,3,4,3,3,3,2,0,5,0,1,3,24619
1321,47,1,1,15,2,1,3,3,0,3,2,5,0,3,1,0,1,17105
1075,32,1,1,16,3,2,1,3,3,3,3,3,0,1,0,0,3,26244
3613,28,1,1,15,3,1,3,2,0,3,1,2,0,4,0,1,1,22195
2741,36,1,3,23,3,2,4,4,3,4,0,2,0,2,1,3,3,26698
2287,36,0,1,24,2,2,3,3,1,3,3,3,0,3,0,1,2,22779
2338,28,1,1,25,3,2,3,4,0,5,1,2,0,3,1,1,1,18196
3578,36,1,1,14,2,2,4,5,0,3,1,3,0,3,1,1,1,21368
1300,34,1,3,14,1,2,3,1,1,3,1,2,0,1,0,2,2,21799
4291,37,1,1,9,2,1,4,4,0,3,1,6,0,5,1,1,1,21221
4683,27,0,1,7,3,1,4,5,0,3,1,3,0,1,0,1,1,20685
817,36,0,1,24,2,2,3,3,1,3,3,3,0,3,1,0,2,22779
2969,25,1,3,10,2,1,4,4,1,3,3,2,0,2,1,1,2,23255
3502,35,1,3,31,3,1,3,5,1,4,3,2,1,5,1,1,2,23277
4448,54,1,1,14,2,2,3,2,4,3,1,5,0,1,0,2,0,33492
52,44,1,3,6,3,1,3,3,1,5,1,6,1,2,0,0,2,20454
890,54,0,1,6,2,1,2,3,3,3,1,1,0,5,1,1,3,25502
2241,54,1,3,8,2,1,2,4,3,3,1,7,0,5,1,1,3,25686
4862,31,1,1,9,2,2,4,4,0,4,2,3,0,3,0,1,1,30594
1256,38,0,1,8,3,1,3,4,0,4,1,5,0,3,0,0,1,17468
769,26,0,1,6,3,1,3,4,0,3,1,2,0,2,1,0,1,17007
1557,51,1,1,15,2,2,3,3,0,3,1,4,0,3,1,0,1,17075
4483,37,0,3,15,2,2,4,5,3,5,3,3,0,1,0,1,3,26265
4315,57,0,3,13,2,1,3,2,4,5,1,2,0,3,1,1,0,31890
1455,40,1,1,8,2,2,2,4,0,3,2,3,0,5,0,1,1,17809
2122,37,0,3,25,3,2,2,3,3,4,3,2,1,5,0,0,3,22642
1183,36,1,1,9,2,2,3,1,1,5,1,7,0,1,1,2,2,21842
2586,39,1,1,10,1,1,3,4,1,3,2,5,1,5,0,1,2,4678
2233,34,1,3,16,2,1,2,3,0,3,1,2,1,1,0,1,1,17220
4643,36,1,1,32,3,1,3,4,3,3,1,3,1,3,0,2,3,29066
432,34,1,1,8,2,2,3,4,0,3,1,4,0,5,1,0,1,17768
1472,37,1,1,8,2,2,3,4,0,3,2,7,1,3,0,2,1,17090
3340,32,1,1,31,3,0,4,5,1,5,3,3,0,5,0,3,2,25490
3125,39,1,1,7,1,1,4,4,3,5,0,3,0,4,1,3,3,32260
4300,38,1,1,21,2,1,4,4,0,5,1,3,0,4,1,2,1,21712
1638,38,1,3,6,2,0,2,4,1,3,3,5,0,1,0,1,2,23686
2059,29,1,1,6,2,1,2,4,0,5,1,2,1,1,0,0,1,17319
4824,24,0,3,8,2,1,3,4,0,4,2,3,1,5,1,2,1,19901
3353,20,1,1,32,2,1,3,2,0,3,3,3,1,5,1,1,1,21672
1097,24,1,1,27,1,2,2,4,0,5,1,1,0,3,0,0,1,17296
763,34,1,3,16,2,1,2,3,0,3,0,2,1,2,0,1,1,17220
4354,35,0,2,30,2,1,3,4,3,5,1,2,1,3,1,1,3,28628
3253,29,1,1,10,3,1,4,4,3,4,1,2,0,4,0,1,3,26333
3301,45,1,1,17,2,2,4,4,0,3,3,3,1,3,1,3,1,21614
